"transcriptID","geneID","feature","id","fc","pval","qval"
"gene-PA0782","putA","transcript","796",210710.386423729,0.220467184762228,0.947188505654787
"gene-PA5495","thrB","transcript","5663",6366.16549024185,0.22065074569389,0.947188505654787
"gene-PA4596",".","transcript","4722",91090541.9862143,0.220688314002145,0.947188505654787
"gene-PA5439",".","transcript","5608",1.25788796152568,0.22078426995672,0.947188505654787
"gene-PA2609",".","transcript","2665",11241.3019716955,0.220889756254373,0.947188505654787
"gene-PA3961",".","transcript","4060",84.6488960134857,0.221080011331217,0.947188505654787
"gene-PA1794","glnS","transcript","1832",1831.39235056119,0.221203833298215,0.947188505654787
"MSTRG.64.1",".","transcript","73",0.00315700340015661,0.221276551895773,0.947188505654787
"gene-PA5323","argB","transcript","5486",1494.78091458994,0.221498359146583,0.947188505654787
"gene-PA1961",".","transcript","2006",21942.7428914808,0.22151604076551,0.947188505654787
"gene-PA0673",".","transcript","685",0.00588334389028483,0.221979022361893,0.947188505654787
"gene-PA5026",".","transcript","5183",8263.16637639683,0.222095984313111,0.947188505654787
"gene-PA4714",".","transcript","4860",10316.5741670149,0.222350105125458,0.947188505654787
"gene-PA5028",".","transcript","5185",2390.21954491595,0.22278642027021,0.947188505654787
"gene-PA4526","pilB","transcript","4649",35674.2793454165,0.222895199131584,0.947188505654787
"gene-PA2305","ambB","transcript","2355",249.323975791568,0.223240837272577,0.947188505654787
"gene-PA1546","hemN","transcript","1579",2094322783.08713,0.223290384803175,0.947188505654787
"gene-PA4775",".","transcript","4928",587.351527672197,0.223572131513629,0.947188505654787
"gene-PA5200","amgR","transcript","5360",106.057406170579,0.223681669026718,0.947188505654787
"gene-PA2082",".","transcript","2127",410.50055716668,0.223695851189005,0.947188505654787
"gene-PA4074",".","transcript","4172",13.6197503344789,0.223859767277313,0.947188505654787
"gene-PA3191",".","transcript","3269",1.61292005670129e-06,0.224014042286106,0.947188505654787
"gene-PA3845",".","transcript","3941",0.0842019132459097,0.224113558737852,0.947188505654787
"gene-PA1947","rbsA","transcript","1992",6.51189939746245e-08,0.224459621252851,0.947188505654787
"gene-PA2932","morB","transcript","2997",0.00517346895368691,0.224991748412433,0.947188505654787
"gene-PA2863","lipH","transcript","2928",8.66615274004559e-11,0.225285893876591,0.947188505654787
"gene-PA0394",".","transcript","399",0.0511631887857313,0.225308709452378,0.947188505654787
"gene-PA1640",".","transcript","1676",152.003869679367,0.225568189609761,0.947188505654787
"gene-PA5338","spoT","transcript","5501",1066.4398937504,0.22583395741033,0.947188505654787
"gene-PA5236",".","transcript","5397",1456.87034031974,0.226262840981088,0.947188505654787
"gene-PA5477",".","transcript","5646",0.525123132708919,0.226467507892006,0.947188505654787
"gene-PA2546",".","transcript","2597",959299.187352383,0.226506910395466,0.947188505654787
"gene-PA0901","aruE","transcript","919",0.401234035624135,0.226517321090973,0.947188505654787
"gene-PA0286","desA","transcript","290",4.59168884338679,0.226543975446458,0.947188505654787
"gene-PA2706",".","transcript","2761",0.215516731532432,0.226758079295609,0.947188505654787
"gene-PA1484",".","transcript","1516",596.192839314564,0.227023522157568,0.947188505654787
"gene-PA2331",".","transcript","2381",1.09395113772049e-09,0.227210811742521,0.947188505654787
"gene-PA5125","ntrC","transcript","5281",0.166698105664666,0.227222492817427,0.947188505654787
"gene-PA4307","pctC","transcript","4422",0.590686830398907,0.227888715533376,0.947188505654787
"gene-PA4504",".","transcript","4625",6.66050148840602e-12,0.227956820524421,0.947188505654787
"gene-PA1850",".","transcript","1896",30.3061222779642,0.228090721284415,0.947188505654787
"gene-PA2085",".","transcript","2130",4.02077567582131e-07,0.228538018684741,0.947188505654787
"gene-PA5124","ntrB","transcript","5280",13.1355591765167,0.22918442302085,0.947188505654787
"gene-PA3817",".","transcript","3913",4.32534929441091e-07,0.229239778186382,0.947188505654787
"gene-PA0448",".","transcript","453",2353.94574851793,0.229319250013603,0.947188505654787
"gene-PA3729",".","transcript","3824",0.0111268176605088,0.229354729528996,0.947188505654787
"gene-PA3993",".","transcript","4092",0.040762457975344,0.229654488081207,0.947188505654787
"gene-PA5376",".","transcript","5544",0.0031322167677694,0.22972442769409,0.947188505654787
"gene-PA2367",".","transcript","2417",6.1216513582741e-10,0.230031555309449,0.947188505654787
"gene-PA3611",".","transcript","3704",1.49404682158431,0.230113500055545,0.947188505654787
"gene-PA0312",".","transcript","317",56.5196008346282,0.230225704026926,0.947188505654787
"gene-PA3713","spdH","transcript","3808",0.0438868590641339,0.230248138675455,0.947188505654787
"gene-PA5340",".","transcript","5503",4133.65599200819,0.230373562978034,0.947188505654787
"gene-PA5054","hslU","transcript","5211",1.57724734345975e-07,0.230676165771718,0.947188505654787
"gene-PA2568",".","transcript","2620",9.72626127542216,0.230763683989946,0.947188505654787
"gene-PA5496","nrdJb","transcript","5664",36323600.6749084,0.231131926809066,0.947188505654787
"gene-PA2000","dhcB","transcript","2046",1.4742279203836e-06,0.231192788575919,0.947188505654787
"gene-PA1921",".","transcript","1968",15.1085504986478,0.231244629791934,0.947188505654787
"gene-PA0705","migA","transcript","718",101.435556710514,0.231426030798071,0.947188505654787
"gene-PA4739",".","transcript","4889",1.50563678458324e-18,0.231729124478257,0.947188505654787
"gene-PA3007","lexA","transcript","3075",23.3719177337702,0.231751939870437,0.947188505654787
"gene-PA2698",".","transcript","2753",0.0528070816261196,0.231857607844342,0.947188505654787
"gene-PA2116",".","transcript","2161",91126473.7632336,0.231866350031337,0.947188505654787
"gene-PA0028",".","transcript","28",1062039.39263543,0.232190081098558,0.947188505654787
"gene-PA5566",".","transcript","5733",0.00590543091571393,0.232190897397637,0.947188505654787
"gene-PA2758",".","transcript","2817",56.1958488378777,0.232600097637155,0.947188505654787
"gene-PA3091",".","transcript","3162",781522.728635245,0.232729867926981,0.947188505654787
"gene-PA0278",".","transcript","282",0.0072269988798144,0.232776490504017,0.947188505654787
"gene-PA2100",".","transcript","2145",168.241362831022,0.233270743309187,0.947188505654787
"gene-PA0935",".","transcript","958",0.0199434602196356,0.23348235136141,0.947188505654787
"gene-PA3441",".","transcript","3534",2.27678603202297e-18,0.233489321713938,0.947188505654787
"gene-PA2003","bdhA","transcript","2049",7.08611951287527e-09,0.233511894326905,0.947188505654787
"gene-PA2611","cysG","transcript","2667",39.9102712058888,0.233678861083933,0.947188505654787
"gene-PA3053",".","transcript","3122",54.7456680635769,0.233996131661999,0.947188505654787
"gene-PA3772",".","transcript","3868",6.0425404414912,0.234067759776957,0.947188505654787
"gene-PA2068",".","transcript","2113",825.529190814992,0.234097791522255,0.947188505654787
"gene-PA0135",".","transcript","139",2.44921358869329e-11,0.234101097012046,0.947188505654787
"gene-PA4544","rluD","transcript","4669",0.00139450043696775,0.234161763597779,0.947188505654787
"gene-PA4244","rplO","transcript","4345",808215.135831362,0.234230420474825,0.947188505654787
"gene-PA5452","wbpW","transcript","5621",19649.7942909272,0.234290130363007,0.947188505654787
"gene-PA4604",".","transcript","4730",0.00279949656816966,0.234406752876713,0.947188505654787
"gene-PA3525","argG","transcript","3617",466.59501367757,0.234572794784845,0.947188505654787
"gene-PA2127",".","transcript","2173",2659461.81636955,0.234937635903931,0.947188505654787
"gene-PA2855",".","transcript","2920",0.237445598126972,0.234942806723654,0.947188505654787
"gene-PA3714",".","transcript","3809",0.000622755819886503,0.234996055964397,0.947188505654787
"gene-PA3666","dapD","transcript","3761",155.317018536665,0.235924591019854,0.947188505654787
"gene-PA2856","tesA","transcript","2921",82.8448623707383,0.235958463407095,0.947188505654787
"gene-PA1583","sdhA","transcript","1619",2176.8287267608,0.236041967928881,0.947188505654787
"gene-PA3081",".","transcript","3152",57.0702071875289,0.23622560494441,0.947188505654787
"gene-PA4958","fimW","transcript","5113",1963.86430065165,0.236349906781258,0.947188505654787
"gene-PA5257",".","transcript","5419",3.63764461474348,0.236696144679066,0.947188505654787
"gene-PA4142",".","transcript","4241",0.0280017024435235,0.236759629149292,0.947188505654787
"gene-PA4085","cupB2","transcript","4183",0.00644424578190317,0.236873404313274,0.947188505654787
"gene-PA2311",".","transcript","2361",2.97777184774493e-05,0.237377131878518,0.947188505654787
"gene-PA2433",".","transcript","2487",1.00139675659883e-07,0.23750698465257,0.947188505654787
"gene-PA4634",".","transcript","4767",0.000374350937227801,0.237653003133107,0.947188505654787
"gene-PA5016","aceF","transcript","5173",39.8717150521114,0.23794202538,0.947188505654787
"gene-PA4127","hpcG","transcript","4226",3.30192680424579e-05,0.238269319077013,0.947188505654787
"gene-PA1114",".","transcript","1143",0.00174343859584594,0.238776173661711,0.947188505654787
"gene-PA0476",".","transcript","482",0.00590690285394986,0.238786684320006,0.947188505654787
"gene-PA5348",".","transcript","5511",2.82625598395807e-08,0.239185369018384,0.947188505654787
"gene-PA0984",".","transcript","1008",961.211931998548,0.239408905636374,0.947188505654787
"gene-PA2557",".","transcript","2608",0.000178687422145537,0.239809103758527,0.947188505654787
"gene-PA4770","lldP","transcript","4923",108.99415385565,0.239815104104,0.947188505654787
"gene-PA4502",".","transcript","4623",1.85593149087341e-11,0.239839805076227,0.947188505654787
"gene-PA4708","phuT","transcript","4854",2661.07777305571,0.239872190765874,0.947188505654787
"gene-PA3065",".","transcript","3136",0.000365627111730192,0.239904054938401,0.947188505654787
"gene-PA0426","mexB","transcript","431",166.48430668048,0.24003193278163,0.947188505654787
"gene-PA4023",".","transcript","4122",1.25191322153829e-13,0.240164668146901,0.947188505654787
"gene-PA0504","bioD","transcript","510",3.12259332626761e-05,0.240201470930219,0.947188505654787
"rna-PA4690.1",".","transcript","4830",1.21199417277848e-07,0.240445427241562,0.947188505654787
"gene-PA3371",".","transcript","3455",7.0036177480253e-16,0.240809312320896,0.947188505654787
"gene-PA5184",".","transcript","5344",11.7064749127523,0.241044588664066,0.947188505654787
"gene-PA0090","clpV1","transcript","94",1.97720659813184e-05,0.241047717374107,0.947188505654787
"gene-PA2684",".","transcript","2739",1.5982381944892,0.241169147106914,0.947188505654787
"gene-PA4247","rplR","transcript","4348",197086.360471792,0.241375560891762,0.947188505654787
"gene-PA5037",".","transcript","5194",32.7705179024023,0.241637586633932,0.947188505654787
"gene-PA0428",".","transcript","433",1904.15280738686,0.241647149336672,0.947188505654787
"gene-PA4365",".","transcript","4483",155.814463150717,0.241852575568941,0.947188505654787
"gene-PA2965","fabF1","transcript","3032",0.000133583432710039,0.24196592702897,0.947188505654787
"gene-PA1507",".","transcript","1539",0.0262288767465697,0.242200213028488,0.947188505654787
"gene-PA3634",".","transcript","3729",51.7234077221012,0.24229005189952,0.947188505654787
"gene-PA1573",".","transcript","1608",0.00570267417781033,0.242447362410621,0.947188505654787
"gene-PA1553","ccoO1","transcript","1588",5416.30943107487,0.242609307432121,0.947188505654787
"gene-PA3883",".","transcript","3980",0.000513100583987432,0.24294161360905,0.947188505654787
"gene-PA5311",".","transcript","5473",0.153997471991035,0.243045595457766,0.947188505654787
"gene-PA0563",".","transcript","570",0.00132013790815428,0.243598337722364,0.947188505654787
"MSTRG.1995.4",".","transcript","2452",0.0023854137085707,0.243841090868701,0.947188505654787
"gene-PA2061",".","transcript","2106",4274.48431176094,0.243885056977617,0.947188505654787
"gene-PA2514","antC","transcript","2565",0.00361532425471622,0.243885770869466,0.947188505654787
"gene-PA4910",".","transcript","5063",7.75520413144638e-11,0.243933457894611,0.947188505654787
"gene-PA1986","pqqB","transcript","2031",1.12245597000637e-05,0.244022669119507,0.947188505654787
"gene-PA3486",".","transcript","3579",0.00262945840570424,0.244193388054473,0.947188505654787
"gene-PA3250",".","transcript","3327",1.67440069921994e-07,0.244908798509336,0.947188505654787
"gene-PA0788",".","transcript","802",0.00733283271740154,0.245168065803271,0.947188505654787
"gene-PA3536",".","transcript","3628",8.17468697865975,0.245424649880638,0.947188505654787
"gene-PA0005","lptA","transcript","5",8.95142026736352,0.245533555721389,0.947188505654787
"gene-PA1747",".","transcript","1784",4345168.44061805,0.245711085261203,0.947188505654787
"gene-PA5431",".","transcript","5599",2288.23760201732,0.245733724750026,0.947188505654787
"gene-PA5029",".","transcript","5186",1649.86452270097,0.245747756756224,0.947188505654787
"gene-PA3163","cmk","transcript","3242",1155.90621394352,0.24590121196047,0.947188505654787
"gene-PA4964","parC","transcript","5119",10.0208073228813,0.246007188648231,0.947188505654787
"gene-PA4537",".","transcript","4659",1.29927003399342e-05,0.246185091140751,0.947188505654787
"gene-PA0887","acsA","transcript","904",6.43766761972407e-08,0.246271187102657,0.947188505654787
"gene-PA4953","motB","transcript","5108",23.5165923216038,0.24711896206425,0.947188505654787
"gene-PA4055","ribC","transcript","4155",21940.8720356694,0.247253789421879,0.947188505654787
"gene-PA0355","pfpI","transcript","360",9.37936773800701e-09,0.247322387078074,0.947188505654787
"gene-PA1066",".","transcript","1092",1990.74624210318,0.247343904053916,0.947188505654787
"gene-PA1020",".","transcript","1045",0.00794730757902184,0.247382938701552,0.947188505654787
"gene-PA1663",".","transcript","1700",0.00620238434356089,0.24742969382587,0.947188505654787
"gene-PA1248","aprF","transcript","1277",0.0005161762668428,0.24759310368837,0.947188505654787
"gene-PA4882",".","transcript","5035",1423.20063263813,0.247667699577372,0.947188505654787
"gene-PA1561","aer","transcript","1596",254.692186759621,0.247725960939422,0.947188505654787
"gene-PA2378",".","transcript","2427",6.24400367578177,0.248191189106814,0.947188505654787
"gene-PA3304",".","transcript","3383",17.8361887268048,0.248330687643367,0.947188505654787
"rna-PA2958.1","rgsA","transcript","3025",12.2916938221665,0.24853053217718,0.947188505654787
"gene-PA3468",".","transcript","3561",9.10499024717741,0.248566672083168,0.947188505654787
"gene-PA5133",".","transcript","5289",21.5678542371238,0.248948764324798,0.947188505654787
"gene-PA2740","pheS","transcript","2793",6024.05846704292,0.248960085621973,0.947188505654787
"gene-PA5418","soxA","transcript","5586",0.00580323058353852,0.249488386948324,0.947188505654787
"gene-PA1087","flgL","transcript","1113",0.0186432666460616,0.249665829412727,0.947188505654787
"gene-PA1799","parR","transcript","1842",0.11967664897849,0.249872283413266,0.947188505654787
"gene-PA0665",".","transcript","671",7.53192859419386,0.249984022869771,0.947188505654787
"gene-PA0904","lysC","transcript","923",2034908.57284112,0.250008544882583,0.947188505654787
"gene-PA2671",".","transcript","2726",16.4592600007029,0.250162045103144,0.947188505654787
"gene-PA3938",".","transcript","4037",9.19088834041657e-08,0.250668242980015,0.947188505654787
"gene-PA2903","cobJ","transcript","2968",59.0858998450482,0.250723607158226,0.947188505654787
"gene-PA4571",".","transcript","4696",8598463187.13352,0.250754269084391,0.947188505654787
"gene-PA1615",".","transcript","1651",94.7275096351083,0.250946948632203,0.947188505654787
"gene-PA1325",".","transcript","1355",1.8049855348511e-06,0.251094120572324,0.947188505654787
"gene-PA2491",".","transcript","2542",620.872461979571,0.251241646090954,0.947188505654787
"gene-PA0141",".","transcript","145",64744736.441543,0.251430962172027,0.947188505654787
"gene-PA1480","ccmF","transcript","1511",141320.452114065,0.251799587372072,0.947188505654787
"gene-PA0794",".","transcript","809",5.66223944071754e-13,0.25187480685116,0.947188505654787
"gene-PA1485",".","transcript","1517",0.000408871593639358,0.252340648510335,0.947188505654787
"gene-PA0920",".","transcript","942",151.84381480945,0.252667076136332,0.947188505654787
"gene-PA4267","rpsG","transcript","4368",6694.40036241737,0.252679855551898,0.947188505654787
"gene-PA5022",".","transcript","5179",12.0007709318859,0.252865315100211,0.947188505654787
"gene-PA3042",".","transcript","3111",0.48822541356441,0.253538195118559,0.947188505654787
"gene-PA0313",".","transcript","318",55.4389595593061,0.253799719139814,0.947188505654787
"gene-PA2764",".","transcript","2824",2.52576235880238,0.253853870010477,0.947188505654787
"MSTRG.65.1",".","transcript","85",0.000141312885112746,0.254125323157896,0.947188505654787
"gene-PA2834",".","transcript","2898",0.0100448627791238,0.254410374773506,0.947188505654787
"gene-PA2699",".","transcript","2754",0.128335883795884,0.25467393955474,0.947188505654787
"gene-PA1260",".","transcript","1289",4.56909263010865e-05,0.254781604755934,0.947188505654787
"gene-PA3570","mmsA","transcript","3662",1.59809323249429e-18,0.255030900601989,0.947188505654787
"gene-PA5235","glpT","transcript","5396",6724.26771341845,0.255345399399774,0.947188505654787
"gene-PA1832",".","transcript","1877",108.070863284792,0.255486645840362,0.947188505654787
"gene-PA0873","phhR","transcript","890",34910.4731626203,0.255715239936048,0.947188505654787
"gene-PA0740","sdsA1","transcript","755",0.00025556498832184,0.255934933030222,0.947188505654787
"gene-PA5284",".","transcript","5446",913.54590366799,0.256624912762823,0.947188505654787
"gene-PA3562","fruI","transcript","3654",17250620.6413558,0.256676694717234,0.947188505654787
"gene-PA4729","panB","transcript","4879",1534.04904843088,0.257313765377499,0.947188505654787
"gene-PA2576",".","transcript","2629",1321.14353179634,0.257420885886324,0.947188505654787
"gene-PA4776","pmrA","transcript","4929",80.4264815285041,0.257557315530001,0.947188505654787
"gene-PA0163",".","transcript","166",1985.12453745479,0.257562506197587,0.947188505654787
"gene-PA5106",".","transcript","5262",7.0449334198751e-09,0.257749079767365,0.947188505654787
"gene-PA4588","gdhA","transcript","4714",56216.0702133701,0.257816549905936,0.947188505654787
"gene-PA3022",".","transcript","3090",0.00180245517389693,0.257913739835802,0.947188505654787
"gene-PA1307",".","transcript","1336",68.7364196546279,0.257998210963405,0.947188505654787
"gene-PA5521",".","transcript","5689",0.000680986612364741,0.258044492444302,0.947188505654787
"gene-PA1900","phzB2","transcript","1947",343900.761202533,0.258602581129869,0.947188505654787
"gene-PA5105","hutC","transcript","5261",31727246.4765531,0.258666173205935,0.947188505654787
"gene-PA1348",".","transcript","1378",0.0124779667613124,0.258732898113721,0.947188505654787
"gene-PA5185",".","transcript","5345",1.5899269461653e-12,0.258819535533023,0.947188505654787
"gene-PA2012","liuD","transcript","2058",3.37212905395451e-16,0.258919507807686,0.947188505654787
"gene-PA4243","secY","transcript","4344",620150.483756459,0.259169290851972,0.947188505654787
"gene-PA5110","fbp","transcript","5266",134.668413253813,0.259210480339652,0.947188505654787
"gene-PA4151","acoB","transcript","4251",135.758874936533,0.259288354695265,0.947188505654787
"gene-PA5158",".","transcript","5315",4.22145355735177,0.259323094497479,0.947188505654787
"rna-PA0826.2","ssrA","transcript","841",0.145498524143181,0.259614356184612,0.947188505654787
"gene-PA4329","pykA","transcript","4446",96.4886392838737,0.259969430458093,0.947188505654787
"gene-PA5046",".","transcript","5203",158468.28522135,0.259984080355581,0.947188505654787
"gene-PA3142",".","transcript","3222",0.0356728972241102,0.26003634293967,0.947188505654787
"gene-PA1610","fabA","transcript","1646",33.7581145579642,0.260229908682008,0.947188505654787
"gene-PA0779",".","transcript","793",2.38418392922752e-07,0.260428852409754,0.947188505654787
"gene-PA3458",".","transcript","3551",3593066777.10916,0.260442547903382,0.947188505654787
"gene-PA5057","phaD","transcript","5214",2.77067414667005e-05,0.26062864731544,0.947188505654787
"gene-PA1007",".","transcript","1030",830.968610151439,0.260748332374308,0.947188505654787
"gene-PA1487",".","transcript","1519",1.51778189782036e-05,0.261023803615217,0.947188505654787
"gene-PA1243",".","transcript","1272",0.0232838560769731,0.261031751063278,0.947188505654787
"gene-PA4062",".","transcript","4160",0.00827304745541588,0.261222432169615,0.947188505654787
"gene-PA4241","rpsM","transcript","4342",9172.63090187619,0.262375624020363,0.947188505654787
"gene-PA3310",".","transcript","3392",3242.68547464881,0.262438880875077,0.947188505654787
"gene-PA0534",".","transcript","541",3.12615039838327e-09,0.262846102589487,0.947188505654787
"gene-PA0029",".","transcript","29",0.000862220619656953,0.263044582985757,0.947188505654787
"gene-PA5041","pilP","transcript","5198",22854.7818020471,0.263204932166915,0.947188505654787
"gene-PA1169",".","transcript","1197",1.56208011895735e-08,0.263389762072679,0.947188505654787
"gene-PA3440a",".","transcript","3533",0.0565293274655349,0.263520347008458,0.947188505654787
"gene-PA1097","fleQ","transcript","1123",76.6004584120133,0.264361207948599,0.947188505654787
"gene-PA1508",".","transcript","1540",0.00114932393661978,0.264461874415334,0.947188505654787
"gene-PA2059",".","transcript","2104",55253.5347941276,0.264549393711601,0.947188505654787
"MSTRG.2869.3",".","transcript","3521",39254478.4016123,0.264738127397569,0.947188505654787
"gene-PA4610",".","transcript","4736",19263392.0225732,0.264833286594096,0.947188505654787
"gene-PA3292",".","transcript","3371",3.16597644373154e-06,0.265115052689175,0.947188505654787
"gene-PA1789",".","transcript","1827",1472776683.14196,0.265529703607405,0.947188505654787
"gene-PA4170",".","transcript","4270",0.0682060553277912,0.265530095013345,0.947188505654787
"gene-PA2319",".","transcript","2369",0.0175372988514474,0.265553113104681,0.947188505654787
"gene-PA0985","pyoS5","transcript","1009",47.146058660905,0.265706703479807,0.947188505654787
"gene-PA0495",".","transcript","501",4.49163927199709,0.265726569750108,0.947188505654787
"gene-PA2429",".","transcript","2483",0.000558869572054523,0.26588911746005,0.947188505654787
"gene-PA5109",".","transcript","5265",5348.6071773318,0.266156792652919,0.947188505654787
"gene-PA1756","cysH","transcript","1793",0.2877762328891,0.266186985759854,0.947188505654787
"gene-PA2694",".","transcript","2749",226010.26933953,0.266190988862468,0.947188505654787
"gene-PA4045",".","transcript","4145",55524.1228215555,0.266439478376025,0.947188505654787
"gene-PA3657","map","transcript","3752",81.366450197817,0.266446502434189,0.947188505654787
"gene-PA1749",".","transcript","1786",70.7651909051694,0.266722922868607,0.947188505654787
"gene-PA1383",".","transcript","1413",0.0546819770852572,0.266737422687972,0.947188505654787
"gene-PA1042",".","transcript","1067",3.68374941460586,0.266784684701136,0.947188505654787
"gene-PA1899","phzA2","transcript","1946",335529.506054127,0.266828715916745,0.947188505654787
"gene-PA1879",".","transcript","1926",6176.02752617803,0.267028082634835,0.947188505654787
"gene-PA4263","rplC","transcript","4364",378305.219254102,0.267192554903879,0.947188505654787
"gene-PA0835","pta","transcript","850",2333.93424619656,0.267295799648291,0.947188505654787
"gene-PA3079",".","transcript","3150",1.47434145615906e-13,0.267461348482835,0.947188505654787
"gene-PA1957",".","transcript","2002",17395.3549365958,0.268050646466748,0.947188505654787
"gene-PA3668",".","transcript","3763",4161.69142521538,0.268137256133695,0.947188505654787
"gene-PA3460",".","transcript","3553",0.000178378706632912,0.26817081734122,0.947188505654787
"gene-PA0032",".","transcript","32",0.112253794202775,0.26831140193274,0.947188505654787
"gene-PA3106",".","transcript","3181",760551.283051558,0.268390888027865,0.947188505654787
"gene-PA2682",".","transcript","2737",0.00177836311310728,0.268413193988334,0.947188505654787
"gene-PA3131",".","transcript","3206",2944445.64877486,0.268655576327357,0.947188505654787
"gene-PA1008","bcp","transcript","1031",120.258252744085,0.268747824524902,0.947188505654787
"gene-PA3679",".","transcript","3774",51.0270532590182,0.26880794924416,0.947188505654787
"MSTRG.3877.3",".","transcript","4753",1.35114252431887e-12,0.268824527804159,0.947188505654787
"gene-PA4086","cupB1","transcript","4184",0.000153557047305267,0.269226384396838,0.947188505654787
"gene-PA0152","pcaQ","transcript","156",103.781636586867,0.269326532314612,0.947188505654787
"gene-PA1985","pqqA","transcript","2030",2.1120715722562e-05,0.269345175098879,0.947188505654787
"gene-PA4520",".","transcript","4641",1.27712143248153e-11,0.269463380982531,0.947188505654787
"gene-PA5554","atpD","transcript","5721",215290.706721333,0.269763703601869,0.947188505654787
"gene-PA1933",".","transcript","1980",0.0342588193711044,0.269986556588603,0.947188505654787
"gene-PA2076",".","transcript","2121",0.269369825332496,0.270041160278903,0.947188505654787
"gene-PA2037",".","transcript","2083",0.0157485673808314,0.270368495884812,0.947188505654787
"gene-PA1035",".","transcript","1060",419.994204104723,0.270518796907584,0.947188505654787
"gene-PA0434",".","transcript","439",14284.25705307,0.270529084986627,0.947188505654787
"gene-PA2615","ftsK","transcript","2671",56.0983804848736,0.270764749975934,0.947188505654787
"gene-PA1085","flgJ","transcript","1111",0.0805865877160966,0.270794847195716,0.947188505654787
"gene-PA1338","ggt","transcript","1368",0.000181314520424748,0.270822968911185,0.947188505654787
"gene-PA1898","qscR","transcript","1945",0.00150248504361539,0.270896191420875,0.947188505654787
"gene-PA4242","rpmJ","transcript","4343",4137088.47886506,0.270943378557859,0.947188505654787
"gene-PA0502",".","transcript","508",0.000106339605180646,0.271535529780761,0.947188505654787
"gene-PA0173",".","transcript","176",0.0025950122067925,0.271651732390186,0.947188505654787
"gene-PA3195","gapA","transcript","3273",1.19082860145057e-07,0.272643019089102,0.947188505654787
"gene-PA1023",".","transcript","1048",3.86439680658723e-06,0.272719205978906,0.947188505654787
"gene-PA5178",".","transcript","5336",0.012602623393192,0.273131306372674,0.947188505654787
"gene-PA0457",".","transcript","462",17.5678930374263,0.273134863836905,0.947188505654787
"gene-PA3178",".","transcript","3256",30.824878415899,0.273182540458431,0.947188505654787
"gene-PA3262",".","transcript","3339",445.543497032802,0.273436105536131,0.947188505654787
"gene-PA5303",".","transcript","5465",26819439.2122573,0.273452515104865,0.947188505654787
"gene-PA2271",".","transcript","2318",46.2288758020026,0.27369841664536,0.947188505654787
"gene-PA2628",".","transcript","2684",56.0013379451952,0.273854667373483,0.947188505654787
"gene-PA4384",".","transcript","4502",0.00751899327022452,0.274088739249026,0.947188505654787
"gene-PA0004","gyrB","transcript","4",48342981060.0196,0.274308232724583,0.947188505654787
"gene-PA3812","iscA","transcript","3908",20.7346528585097,0.274340774438407,0.947188505654787
"gene-PA5190",".","transcript","5350",6.83784156215966,0.274446050114536,0.947188505654787
"gene-PA0538","dsbB","transcript","545",1175.86543815834,0.274798149111095,0.947188505654787
"gene-PA1226",".","transcript","1255",5861.02488468465,0.275121472104249,0.947188505654787
"gene-PA2014","liuB","transcript","2060",9.0548938642808e-10,0.275248226624117,0.947188505654787
"gene-PA3507",".","transcript","3599",1.11928660634853e-11,0.275501015627769,0.947188505654787
"gene-PA4281","sbcD","transcript","4394",5.49938344108784,0.275582013399233,0.947188505654787
"gene-PA0374","ftsE","transcript","379",19.6000365545325,0.275591560365643,0.947188505654787
"gene-PA5451","wzm","transcript","5620",0.000156283667905946,0.275787994582297,0.947188505654787
"gene-PA2253","ansA","transcript","2300",20484.8864659269,0.275962188283206,0.947188505654787
"gene-PA2119",".","transcript","2165",2195284657.77181,0.276079745988896,0.947188505654787
"gene-PA2287",".","transcript","2336",74101248991.1854,0.276210433288298,0.947188505654787
"gene-PA4506",".","transcript","4627",3.32468158926466e-08,0.276378182536676,0.947188505654787
"gene-PA5207",".","transcript","5367",3853349.36997554,0.276391256844784,0.947188505654787
"rna-PA3621.1","rsmZ","transcript","3716",0.0135161443063983,0.276609154052849,0.947188505654787
"gene-PA1185",".","transcript","1213",0.0383899917900382,0.276752362679036,0.947188505654787
"gene-PA4255","rpmC","transcript","4356",16861.4230364837,0.276770717756423,0.947188505654787
"gene-PA2260",".","transcript","2307",1.26242227403788e-15,0.277131604063527,0.947188505654787
"gene-PA1051",".","transcript","1076",4820.1377851335,0.277133091246596,0.947188505654787
"gene-PA1417",".","transcript","1447",0.02442755142735,0.277385340591016,0.947188505654787
"gene-PA2235","pslE","transcript","2283",0.000912383793406386,0.27742888033305,0.947188505654787
"gene-PA3758",".","transcript","3854",1.04251599534523e-06,0.27756835428444,0.947188505654787
"gene-PA0714",".","transcript","727",13563036.2044487,0.277594490452727,0.947188505654787
"gene-PA0331","ilvA1","transcript","336",6816.07182937348,0.277717573673894,0.947188505654787
"gene-PA2137",".","transcript","2183",8.97345799120042e-10,0.277985372483785,0.947188505654787
"gene-PA4856","retS","transcript","5010",8.52621798951767,0.278398684552173,0.947188505654787
"gene-PA3301",".","transcript","3380",0.464306431680035,0.278727324240431,0.947188505654787
"gene-PA0484",".","transcript","490",1.64826456776911e-05,0.278732865654093,0.947188505654787
"gene-PA4661","pagL","transcript","4795",0.122453979391871,0.279138370750722,0.947188505654787
"gene-PA3431",".","transcript","3516",3404244853.64022,0.279231467665374,0.947188505654787
